semana,pdv,produto,quantidade
1,3286360717329668082,6504514533420270914,8
1,5551505227605992976,1201594281387648185,101
1,4896492275642441587,8211643118619585816,120
1,552705366911410497,4040509988492387426,58
1,905257515529411131,4040509988492387426,103
1,3958233000542651382,4872583472354874832,100
1,2510617452472083145,8352471677482341950,91
1,1452084132703368034,5854098638082429437,20
1,5411446648242387052,2974409578000144688,89
1,5463587465828288434,2974409578000144688,76
1,5573437061800564309,1201594281387648185,43
1,4378672538987561042,4040509988492387426,101
1,6513491741012474326,8275181357437864705,133
1,2430132255826117411,8743896666094547331,70
1,987046535235491893,5854098638082429437,46
1,5370257333471528502,1201594281387648185,46
1,7374593611701529027,4240185897530825786,58
1,5573437061800564309,4240185897530825786,48
1,5236933832266054076,2982836183234975951,23
1,3207340367111752221,4040509988492387426,111
1,3068744056662466131,4040509988492387426,108
1,8667737257688244200,1201594281387648185,58
1,2996423412583906652,3894706280449257667,25
1,4251562542243119319,1201594281387648185,79
1,8942735487300116050,3212701144500706568,8
1,8671347931271141255,4240185897530825786,89
1,9167915875564003039,8352471677482341950,9
1,4971672655498212051,4771520654859799078,12
1,8294871217390043140,5854098638082429437,23
1,906070645731736912,3894706280449257667,42
1,3911587763231013509,500478784353013717,105
1,6347081136908478660,4500561597898984528,12
1,5622532448677160941,4040509988492387426,129
1,4304226119364518876,3965996009832298069,86
1,6524198466227057511,500478784353013717,78
1,2711121035626683885,1201594281387648185,86
1,3114076303244676776,3894706280449257667,13
1,5543724297181732550,4040509988492387426,44
1,1358792977874154306,8352471677482341950,123
1,541000079711085607,8352471677482341950,123
1,7797441953885707122,6358540306810996363,95
1,5897632903511352674,1201594281387648185,123
1,7485443215246301632,4040509988492387426,86
1,4800750325225351111,4240185897530825786,20
1,4304226119364518876,576514643033029430,78
1,338592148842312906,500478784353013717,78
1,3321342852151403358,4040509988492387426,85
1,794821767112175874,3894706280449257667,26
1,1358792977874154306,4240185897530825786,86
1,5621868658685539120,4040509988492387426,55
1,906070645731736912,4040509988492387426,114
1,5584154793255108378,4040509988492387426,10
1,4090329241771142293,4040509988492387426,20
1,6282183656406975806,8352471677482341950,3
1,8719540562711460708,8080567452120095383,74
1,2904283814836480430,1201594281387648185,27
1,8162135631894739198,8352471677482341950,108
1,67710118012404804,4872583472354874832,103
1,4729019183624348951,3894706280449257667,37
1,7694303669712579264,8352471677482341950,0
1,906070645731736912,8352471677482341950,73
1,1989499746792480945,6358540306810996363,76
1,6476431587340650306,4040509988492387426,98
1,2938119085319755040,4040509988492387426,96
1,3114076303244676776,4040509988492387426,34
1,3114076303244676776,8352471677482341950,35
1,7580663583511960314,5168467358507505407,35
1,7580663583511960314,8080567452120095383,32
1,5220525028451013901,1201594281387648185,123
1,6205723410736861336,3894706280449257667,13
1,2212298273303379303,4040509988492387426,51
1,2411861496046206712,4040509988492387426,50
1,8406155891265052307,1365593048279029595,23
1,8629696945483737090,6358540306810996363,35
1,7374593611701529027,1201594281387648185,77
1,9163231115567982267,4040509988492387426,98
1,313456764942796370,1860061817666925715,63
1,8024842647464531559,3894706280449257667,106
1,9167915875564003039,3894706280449257667,41
1,1194636340739726889,1657665165780983454,57
1,8996107539832576118,1860061817666925715,40
1,9221357958797317188,8080567452120095383,52
1,1275742731943597399,4040509988492387426,14
1,338592148842312906,1657665165780983454,57
1,6957238410976217625,1201594281387648185,55
1,1779097047309660980,4872583472354874832,100
1,5220525028451013901,1657665165780983454,100
1,3068744056662466131,3894706280449257667,17
1,1709953168291425827,4040509988492387426,27
1,4969519124535475958,4040509988492387426,34
1,6781165720439946401,4040509988492387426,34
1,2788846207558964037,6641579232767647477,72
1,4224829721747489940,4040509988492387426,100
1,6019689849863195847,1929224786919815218,62
1,476245733708172057,8275181357437864705,40
1,8029660250264839750,1860061817666925715,48
1,8852496138877851896,8275181357437864705,80
1,3254330508778517565,4240185897530825786,20
1,2885903432017122279,4040509988492387426,98
1,3204547530602433786,8352471677482341950,20
1,3563746435574440096,1108488949988300760,10
1,5246152014557948204,8352471677482341950,99
1,8343665559185623753,8275181357437864705,26
1,1116765688108556050,1201594281387648185,0
1,3130668981498065153,6641579232767647477,14
1,3870372730817165156,8352471677482341950,48
1,3324333006057930867,4040509988492387426,48
1,208528949793432486,3894706280449257667,38
1,2346366342143484929,5517144173318191727,10
1,2385438664927959808,7288954136225478823,10
1,6825966060938407713,8899583048247637290,25
1,8029660250264839750,7288954136225478823,10
1,7097321920319688313,4040509988492387426,32
1,5551505227605992976,1657665165780983454,85
1,7542707299572856789,8275181357437864705,38
1,8294871217390043140,576514643033029430,63
1,2523929761947991194,4040509988492387426,6
1,5302347557954090124,4040509988492387426,36
1,1501657633898498508,3894706280449257667,47
1,8169110081307365069,4040509988492387426,48
1,3495856463551806590,4040509988492387426,10
1,7798371321515892727,4240185897530825786,48
1,8475667625973238850,4040509988492387426,76
1,8782754052316133836,1657665165780983454,42
1,5186345854775637737,4040509988492387426,0
1,7105331274275400793,6639182541769323770,4
1,9012434844717303746,4240185897530825786,41
1,1027356552181929439,1201594281387648185,46
1,2904283814836480430,4240185897530825786,37
1,4251562542243119319,4240185897530825786,60
1,5420232849866774947,8352471677482341950,0
1,5816341378876527093,4040509988492387426,6
1,7912552351930256958,8352471677482341950,89
1,1811026294663307881,4040509988492387426,34
1,3068744056662466131,8352471677482341950,0
1,5233510753216028788,4040509988492387426,71
1,7233339169744830161,4040509988492387426,87
1,6797187511930088139,3894706280449257667,20
1,6957238410976217625,4240185897530825786,24
1,2359898182378052218,9145542970994664509,65
1,2749663965636886532,429738700876868379,6
1,3948168422672041994,429738700876868379,6
1,8870057469020504357,8275181357437864705,44
1,2006690369977191063,3894706280449257667,42
1,4732166258038471294,4040509988492387426,76
1,8566256497284244608,1860061817666925715,0
1,8707573693390783696,8899583048247637290,19
1,6491855528940268514,4040509988492387426,96
1,8537720792441878474,3620674245436818138,1
1,6205723410736861336,4040509988492387426,14
1,8294871217390043140,4040509988492387426,64
1,4635502639442534535,4040509988492387426,105
1,2958904407065784002,8352471677482341950,34
1,5544154622735077354,867840300045715287,95
1,8281435246471208115,8080567452120095383,47
1,4003964282058636604,4040509988492387426,83
1,5165169440659986961,500478784353013717,20
1,2760018522154709469,3894706280449257667,31
1,4123537788074267666,4040509988492387426,89
1,7389100204865028460,3262679882836704514,94
1,1635200419659620786,3894706280449257667,55
1,2694315579758052826,1860061817666925715,87
1,7364561357028109082,2974409578000144688,19
1,8762168948407201053,576514643033029430,18
1,5608335427666449834,4040509988492387426,22
1,8646258721275401690,1657665165780983454,54
1,2720083523729133444,3894706280449257667,59
1,6090109948690811625,8275181357437864705,49
1,839794474806150536,8275181357437864705,37
1,2752919715342102401,289143327884191523,89
1,5503951921258300105,4040509988492387426,68
1,2284070681700335430,1860061817666925715,78
1,8996107539832576118,4040509988492387426,94
1,2711121035626683885,8275181357437864705,34
1,4541440975356911536,4240185897530825786,77
1,6932721036142284356,4240185897530825786,55
1,746282210001185599,500478784353013717,59
1,2276824394430898319,4040509988492387426,38
1,3870372730817165156,4040509988492387426,39
1,208528949793432486,4040509988492387426,14
1,218456779022599683,4040509988492387426,69
1,3696870407599981630,3894706280449257667,35
1,9134862859817030866,7196360456326107781,44
1,1097355145902830813,3894706280449257667,71
1,8294871217390043140,3894706280449257667,78
1,1194636340739726889,1288112997726060694,8
1,7967818810773194700,3425590649277406409,0
1,2320860250200437518,3894706280449257667,19
1,3254330508778517565,1201594281387648185,39
1,4743958978514550580,4240185897530825786,45
1,7478671919770794303,4240185897530825786,20
1,8819406300700079604,4040509988492387426,28
1,7478671919770794303,6641579232767647477,26
1,7483706642899814239,3965996009832298069,97
1,780286093207984742,2394950933694010774,23
1,1320993462088964047,3894706280449257667,76
1,7894255152223404760,3894706280449257667,13
1,1194636340739726889,4623814317972718932,57
1,4374038751643985193,3965996009832298069,57
1,6434414063399492998,8352471677482341950,0
1,2759224468623266801,4240185897530825786,37
1,544555325463927746,4040509988492387426,20
1,5551505227605992976,4240185897530825786,58
1,5622532448677160941,3894706280449257667,60
1,2929686896786636041,4040509988492387426,6
1,2760496222437994581,289143327884191523,22
1,8956358883453392509,4040509988492387426,14
1,4093752321921385451,8352471677482341950,17
1,5360093778716781699,4040509988492387426,45
1,5543724297181732550,3894706280449257667,60
1,6825966060938407713,8352471677482341950,28
1,3326908659076080264,8899583048247637290,20
1,916729969482946290,1657665165780983454,76
1,1199362321606248094,4040509988492387426,29
1,6434414063399492998,8275181357437864705,75
1,2015648714931843883,8352471677482341950,45
1,2253388937638480168,4240185897530825786,63
1,2487021538158213674,8899583048247637290,6
1,7684547641873015407,1860061817666925715,20
1,4804165151893923520,8275181357437864705,16
1,7811452652145895401,576514643033029430,12
1,1318250317370735217,4040509988492387426,68
1,1796659923284845579,9158358945329890575,73
1,2256637546529260612,289143327884191523,44
1,7689097016729496029,1860061817666925715,62
1,8735826322383199629,7661072747974842513,23
1,2088955910134676070,8080567452120095383,87
1,2480464766685868354,3894706280449257667,113
1,3911587763231013509,8352471677482341950,62
1,4146106700759565239,2974409578000144688,46
1,5841368149310853144,8080567452120095383,96
1,2258893540018308857,2866058112054092230,3
1,4371092998410061383,4040509988492387426,9
1,3646324049905695377,500478784353013717,20
1,6097832617965441733,1860061817666925715,50
1,6445460903785651708,8352471677482341950,9
1,1027356552181929439,4240185897530825786,44
1,5571658043261637873,289143327884191523,29
1,4678738377405217354,3894706280449257667,76
1,5861480568599935479,8275181357437864705,59
1,6836341955733512176,4040509988492387426,53
1,1057223373529991552,8899583048247637290,24
1,8145395112697267349,4040509988492387426,104
1,6639904894460506501,4040509988492387426,9
1,2430132255826117411,8899583048247637290,2
1,2720921832183866690,3894706280449257667,31
1,1217943773325345571,7029448080469668619,72
1,1217943773325345571,8874150768526460161,72
1,7257203588675499507,4040509988492387426,56
1,8782754052316133836,4040509988492387426,0
1,9163231115567982267,2995245061726159069,73
1,2542822639970401384,1657665165780983454,26
1,2764054896418619542,8275181357437864705,37
1,2808348695303068589,2258747115919456585,6
1,7048491042919068521,4040509988492387426,29
1,8449817239840612635,500478784353013717,59
1,6058897180184003028,4040509988492387426,16
1,293390748363019794,500478784353013717,43
1,8952609383990245450,4040509988492387426,11
1,1452084132703368034,1657665165780983454,48
1,3458438066451505983,8899583048247637290,62
1,4906176045522851690,4040509988492387426,26
1,1116765688108556050,6641579232767647477,9
1,3269426642150488720,1860061817666925715,45
1,5588014092818255204,1201594281387648185,41
1,8092108880415600668,3894706280449257667,71
1,3855379009918138509,7852170368684115755,28
1,9038563639418584028,8352471677482341950,14
1,1233307266675979218,8352471677482341950,37
1,4403106074138610792,2974409578000144688,35
1,6265928750337636679,8080567452120095383,56
1,210072725115952331,1860061817666925715,20
1,3462134966385778158,4040509988492387426,51
1,4067606261221511699,4040509988492387426,36
1,4257752692295472362,1201594281387648185,40
1,2013221250438440493,500478784353013717,37
1,4003964282058636604,1860061817666925715,91
1,3646324049905695377,2525510189893188235,29
1,4613207742168502368,3894706280449257667,78
1,5196824847942347435,4040509988492387426,76
1,1303326024850155669,8080567452120095383,35
1,1485435890157027157,4040509988492387426,8
1,3609173843105135562,4040509988492387426,14
1,3871616673302763596,8899583048247637290,14
1,2852034628617093633,7196360456326107781,44
1,4919303698115372961,3894706280449257667,51
1,6201126428010905557,8275181357437864705,47
1,801620057888796206,8275181357437864705,38
1,2469749823255989753,3894706280449257667,51
1,7049672109664750073,8174625658473329985,29
1,8667737257688244200,819652267660746406,53
1,997907800111849739,4500561597898984528,55
1,1565896261089096104,4040509988492387426,28
1,7454376839130253205,1860061817666925715,58
1,338592148842312906,3262679882836704514,57
1,4691562861361793616,4040509988492387426,48
1,6613278134155561718,3894706280449257667,25
1,1233307266675979218,3894706280449257667,26
1,3498870796978043924,3894706280449257667,72
1,4170530923577067951,3894706280449257667,49
1,4559692730614612231,4040509988492387426,16
1,7553301613967641993,4040509988492387426,27
1,8473120385631519777,3894706280449257667,49
1,2817581656304920293,1657665165780983454,7
1,316697853335613747,2974409578000144688,36
1,4034007741949090727,4040509988492387426,13
1,5301733467459291684,8080567452120095383,12
1,6674129910965685357,4040509988492387426,7
1,9001708193410052645,6641579232767647477,25
1,3400927100534163363,4040509988492387426,70
1,8943263231576306163,6641579232767647477,24
1,2938119085319755040,8352471677482341950,45
1,4459902779368286610,4040509988492387426,6
1,7423792273532575047,4040509988492387426,26
1,794821767112175874,4040509988492387426,30
1,8750975512687771079,1860061817666925715,59
1,794821767112175874,8352471677482341950,49
1,2468562643992850536,1201594281387648185,41
1,2760018522154709469,8352471677482341950,19
1,5658815032567467999,8352471677482341950,107
1,8723723113467008071,4040509988492387426,10
1,2945397736590855717,3894706280449257667,66
1,9163231115567982267,8352471677482341950,95
1,8943263231576306163,1860061817666925715,12
1,8977957608966289566,500478784353013717,32
1,9032200449026668016,4040509988492387426,3
1,4635502639442534535,1657665165780983454,53
1,906070645731736912,1860061817666925715,96
1,6445460903785651708,3894706280449257667,20
1,1709953168291425827,3894706280449257667,26
1,3788276038717008921,916393097567777987,58
1,4596400589938852106,8275181357437864705,51
1,5327655802610287100,4040509988492387426,58
1,5963684961610309996,9145542970994664509,35
1,7645889887284064521,500478784353013717,52
1,8169110081307365069,1860061817666925715,27
1,956677197316225603,7852170368684115755,14
1,2468562643992850536,8899583048247637290,10
1,6797187511930088139,289143327884191523,29
1,4286801751765230160,1657665165780983454,38
1,4415433687387481418,1120490062981954254,61
1,4676721270228891418,1657665165780983454,61
1,5250422623887896568,6641579232767647477,25
1,6445460903785651708,4040509988492387426,8
1,4093752321921385451,4040509988492387426,51
1,2782384516410814774,7852170368684115755,14
1,8943263231576306163,1835194265081182189,25
1,2759224468623266801,1201594281387648185,41
1,4605617806800769384,4040509988492387426,27
1,4823777315420746605,3894706280449257667,38
1,8646258721275401690,8352471677482341950,45
1,6857982239582626066,3894706280449257667,42
1,7232914301408434886,8275181357437864705,56
1,2494522405477354268,8275181357437864705,48
1,3319557383110367055,1201594281387648185,60
1,3455493446343946747,8211643118619585816,35
1,4896492275642441587,3425590649277406409,58
1,5208492210525306728,5474460683042756805,60
1,7063715670141657234,262955939549258107,37
1,7768046417722771772,1657665165780983454,19
1,8751719047874739407,3894706280449257667,61
1,4229769437085293863,4040509988492387426,86
1,6812061841125848944,1201594281387648185,20
1,139216559276915056,1201594281387648185,60
1,2938119085319755040,3894706280449257667,88
1,2996423412583906652,8352471677482341950,17
1,3755785999346893831,8275181357437864705,26
1,4729867006589341867,1860061817666925715,10
1,2904283814836480430,6641579232767647477,6
1,5269757182493118473,3965996009832298069,23
1,1837077422762430107,8080567452120095383,32
1,4482116883307673857,4040509988492387426,26
1,8646258721275401690,845701350237922001,6
1,9192144055751951913,4040509988492387426,48
1,2970538398854092260,7852170368684115755,19
1,3739548464654416065,3894706280449257667,52
1,3927765222595427577,4040509988492387426,20
1,6453221549446172241,1201594281387648185,67
1,7608555946617382025,8275181357437864705,48
1,8717803980324139403,8275181357437864705,52
1,6520844300531097865,3894706280449257667,17
1,8930678118909070741,4040509988492387426,58
1,1145994844511865085,1355221146658254593,15
1,3204547530602433786,576514643033029430,38
1,3623727529465779119,500478784353013717,46
1,4304226119364518876,1657665165780983454,64
1,4882947442884300565,1355221146658254593,85
1,6870257219742480346,4040509988492387426,36
1,7200116106667687476,1201594281387648185,79
1,7912552351930256958,4258363668933662624,19
1,8477022261812008893,500478784353013717,83
1,8846165863552099282,6641579232767647477,14
1,2760018522154709469,4040509988492387426,10
1,2938119085319755040,576514643033029430,20
1,7037723815631422527,8080567452120095383,56
1,7834637340449746087,4822827148060047024,61
1,8205714931510262781,5418855670645487653,20
1,6491855528940268514,2097372625156623809,75
1,2996423412583906652,1860061817666925715,39
1,4613207742168502368,1860061817666925715,14
1,533943243066695925,4040509988492387426,49
1,5888847043684977959,4040509988492387426,52
1,7684547641873015407,4040509988492387426,34
1,5011105216929664738,6641579232767647477,17
1,6205723410736861336,8352471677482341950,49
1,6337402841339348330,3894706280449257667,46
1,2760018522154709469,576514643033029430,15
1,3161776390033450886,8352471677482341950,9
1,5226403828926175217,1657665165780983454,58
1,6169353630198925368,3965996009832298069,28
1,2256637546529260612,4040509988492387426,57
1,3696870407599981630,8352471677482341950,69
1,4678738377405217354,1860061817666925715,19
1,6384092036002031684,4623814317972718932,19
1,8846165863552099282,3894706280449257667,39
1,6282183656406975806,6641579232767647477,14
1,1540598699689235854,4040509988492387426,28
1,2295113358818942635,4623814317972718932,57
1,338592148842312906,9158358945329890575,57
1,3754117534411021948,4040509988492387426,39
1,4251562542243119319,3965996009832298069,57
1,6058897180184003028,1860061817666925715,36
1,6311464454162262358,6542133380128408096,49
1,8916067949199760301,8352471677482341950,36
1,2320860250200437518,8352471677482341950,9
1,8343665559185623753,8352471677482341950,17
1,8013388576844383119,4040509988492387426,32
1,8870057469020504357,5418855670645487653,10
1,1340525425503310227,2974409578000144688,56
1,3249457150879372837,9145542970994664509,19
1,4688592854110074025,3894706280449257667,5
1,1292524524061054885,4353552881410365573,22
1,4137024275581964324,4040509988492387426,14
1,7498160905158568375,1860061817666925715,57
1,2929686896786636041,3894706280449257667,25
1,3521213015005837487,4040509988492387426,39
1,4025341753110265301,1860061817666925715,93
1,4304226119364518876,500478784353013717,38
1,804051693189686624,8275181357437864705,42
1,989430645247912212,4040509988492387426,28
1,3462134966385778158,3894706280449257667,25
1,3982753027452416751,8275181357437864705,25
1,39924379976656435,6641579232767647477,9
1,4008792485040487046,1860061817666925715,28
1,6282183656406975806,4040509988492387426,20
1,1320993462088964047,500478784353013717,49
1,3400927100534163363,1860061817666925715,5
1,4415972179184163865,4040509988492387426,52
1,1703234904027428982,3894706280449257667,25
1,3130668981498065153,4240185897530825786,41
1,320309252382737243,4240185897530825786,37
1,4882947442884300565,4697204510956344244,24
1,5420232849866774947,9148621948239764492,36
1,817773516666772467,3894706280449257667,52
1,2866379461020353700,8899583048247637290,10
1,8996107539832576118,8352471677482341950,48
1,3130668981498065153,1201594281387648185,20
1,3484937954314472580,4040509988492387426,14
1,411715466246421056,1657665165780983454,47
1,8262661143692111712,8352471677482341950,25
1,1052746582799504067,4240185897530825786,38
1,7051589925619347861,1657665165780983454,15
1,8605830331633300773,6641579232767647477,12
1,7542707299572856789,1201594281387648185,102
1,8782754052316133836,576514643033029430,12
1,1194636340739726889,8174625658473329985,26
1,1819829277944718477,576514643033029430,19
1,2760018522154709469,1860061817666925715,10
1,2764054896418619542,6641579232767647477,12
1,4003964282058636604,1657665165780983454,12
1,4652855229262517609,7288954136225478823,12
1,5621868658685539120,1860061817666925715,25
1,8812910185714722262,4040509988492387426,38
1,3811670404302829416,4040509988492387426,37
1,5816341378876527093,1860061817666925715,28
1,6812061841125848944,6641579232767647477,14
1,6836341955733512176,3894706280449257667,19
1,7423792273532575047,1860061817666925715,22
1,3821939907103062063,4040509988492387426,14
1,8646258721275401690,3894706280449257667,26
1,5220925095307024437,4040509988492387426,17
1,3359726780040964258,8352471677482341950,43
1,6677627178523387517,1657665165780983454,33
1,8911840341127350369,8352471677482341950,90
1,1448772185104137932,4040509988492387426,102
1,1493244414183181280,4240185897530825786,48
1,5028434904861756785,500478784353013717,28
1,7389100204865028460,4098058333001424920,50
1,8870057469020504357,1201594281387648185,102
1,1619459682248298375,1201594281387648185,38
1,2957707029501802639,1201594281387648185,0
1,4541912085597745288,8899583048247637290,57
1,611363889182467783,4623814317972718932,16
1,6932721036142284356,6641579232767647477,13
1,9167915875564003039,1657665165780983454,95
1,3422009410228487216,9148621948239764492,11
1,6465996985251558590,4040509988492387426,59
1,1398041937564547530,500478784353013717,24
1,149516253712383829,4040509988492387426,20
1,1554241449722638395,8352471677482341950,28
1,1604470660851767741,8352471677482341950,47
1,2769047624841228049,1860061817666925715,46
1,3295647493349874508,8080567452120095383,12
1,338592148842312906,8625590539951587748,17
1,4025341753110265301,4040509988492387426,21
1,5793943818689472002,4040509988492387426,34
1,5884345059547268214,4040509988492387426,39
1,7507925677963248435,4040509988492387426,83
1,7958187340444949850,1436214811640780336,24
1,8322211107317484688,7750675342657152455,66
1,1635200419659620786,8352471677482341950,45
1,8484980400903988433,500478784353013717,37
1,3922714869818518238,4040509988492387426,7
1,4646073438292416240,4240185897530825786,41
1,6933799757763285481,7852170368684115755,10
1,6952882207728590459,8899583048247637290,15
1,7670001217923452582,8352471677482341950,14
1,8846165863552099282,500478784353013717,32
1,1116765688108556050,576514643033029430,12
1,1841433803123296267,7852170368684115755,20
1,3788165798747794145,7196360456326107781,49
1,7694303669712579264,7196360456326107781,49
1,8260295087714776512,6641579232767647477,14
1,1991570509503070331,1657665165780983454,57
1,3462134966385778158,8352471677482341950,11
1,4678738377405217354,4040509988492387426,41
1,5160135875716688597,4040509988492387426,34
1,6224787831074724693,9158358945329890575,23
1,8711872318340092786,4040509988492387426,8
1,2212298273303379303,1860061817666925715,49
1,606715779524125311,4040509988492387426,35
1,6871262185762952316,289143327884191523,25
1,3448702522036571896,289143327884191523,78
1,6613278134155561718,289143327884191523,20
1,8024842647464531559,576514643033029430,52
1,1241371684259065914,4040509988492387426,7
1,1518889904060916051,1860061817666925715,98
1,4823777315420746605,8193331607510333882,10
1,5543724297181732550,1860061817666925715,14
1,5815366861638775363,4040509988492387426,20
1,6798713085169683814,8275181357437864705,31
1,9167915875564003039,1860061817666925715,20
1,6149348140703546695,3262679882836704514,17
1,3706744669661037317,1860061817666925715,19
1,5269449560481181605,8352471677482341950,17
1,845764995507547023,8275181357437864705,57
1,207177751226006775,8275181357437864705,22
1,2138472118451183696,8899583048247637290,22
1,2258893540018308857,5615873819927702017,0
1,6825966060938407713,8275181357437864705,20
1,7507925677963248435,3894706280449257667,33
1,4067606261221511699,500478784353013717,0
1,8013388576844383119,576514643033029430,41
1,1199362321606248094,1860061817666925715,12
1,2393447777004015984,8352471677482341950,28
1,2680672025897234898,1355221146658254593,20
1,3609173843105135562,3894706280449257667,13
1,4228515231667654608,6024294450267683709,23
1,4455974342024084060,576514643033029430,32
1,7844783906025124638,8899583048247637290,19
1,8943263231576306163,4040509988492387426,19
1,2606628443648922300,3819962335632490732,89
1,3247960108363031605,576514643033029430,5
1,6628748337642974290,1355221146658254593,28
1,7811452652145895401,3894706280449257667,13
1,7967818810773194700,4413822679491157923,55
1,1225904178990197216,8275181357437864705,40
1,1709953168291425827,1860061817666925715,20
1,2078174147490973929,4040509988492387426,14
1,2494522405477354268,1394381856358939027,13
1,5450506176072583356,4040509988492387426,12
1,6808153603841842849,500478784353013717,30
1,1139538323933610502,4040509988492387426,14
1,1493244414183181280,8899583048247637290,14
1,2411861496046206712,1860061817666925715,58
1,377521971156919048,500478784353013717,30
1,4262709845140259344,8275181357437864705,56
1,8943263231576306163,3894706280449257667,6
1,9085923777029799500,4040509988492387426,55
1,2837106258883844645,8352471677482341950,56
1,2295113358818942635,1288112997726060694,55
1,3056416703916194990,8275181357437864705,52
1,4680048257876810821,8352471677482341950,19
1,5226403828926175217,576514643033029430,26
1,7535235951675607466,6300982185131431672,12
1,7879167017505156652,3894706280449257667,24
1,3104866891736103822,500478784353013717,6
1,4251562542243119319,1120490062981954254,40
1,5549566748279415296,1657665165780983454,8
1,1254967754125631156,5418855670645487653,39
1,1641434358579930238,3262679882836704514,27
1,4093752321921385451,3894706280449257667,26
1,4415972179184163865,9158358945329890575,16
1,631863293274068292,1029370090212151375,88
1,2015648714931843883,1860061817666925715,14
1,2320860250200437518,4040509988492387426,61
1,3394928246707138873,4040509988492387426,13
1,4944860289835838479,4040509988492387426,8
1,5233510753216028788,1860061817666925715,75
1,8943263231576306163,576514643033029430,19
1,208659243462913912,1657665165780983454,19
1,2769047624841228049,3894706280449257667,10
1,5719498801855546931,3894706280449257667,41
1,6181830888916953162,4240185897530825786,48
1,6808153603841842849,1657665165780983454,28
1,7195906766187577140,3570701191371602425,48
1,7633310319906740152,1029370090212151375,14
1,902726232168157121,4413822679491157923,43
1,2230920480935312210,6641579232767647477,13
1,2468562643992850536,4240185897530825786,47
1,4415433687387481418,8899583048247637290,18
1,9167327556235094748,7852170368684115755,14
1,2730864765516700375,7029448080469668619,52
1,3919849924861076801,8080567452120095383,47
1,4358496217926250439,8080567452120095383,47
1,5064218529786421775,3894706280449257667,21
1,7230603137481735760,8899583048247637290,12
1,8119626843894319954,3894706280449257667,13
1,8300521596900285165,5651843195400159629,12
1,9108360304835614422,8352471677482341950,52
1,1052746582799504067,6641579232767647477,7
1,2426830130918121783,8352471677482341950,21
1,2615389183782675154,4040509988492387426,35
1,5361546832813407232,576514643033029430,20
1,6932721036142284356,3894706280449257667,10
1,8200812271857681753,4040509988492387426,13
1,2760018522154709469,6641579232767647477,14
1,414361946325331314,4040509988492387426,5
1,5011105216929664738,8352471677482341950,36
1,541000079711085607,7196360456326107781,44
1,6291772904293663056,7196360456326107781,44
1,770093071033905553,8899583048247637290,20
1,7827116059914314646,7196360456326107781,44
1,4276730219700358295,7852170368684115755,14
1,4754449945466055428,1155871899594394627,5
1,7005337641327855619,6641579232767647477,12
1,3195891211584087373,4040509988492387426,20
1,3420519152257493252,4040509988492387426,8
1,3855379009918138509,8899583048247637290,15
1,4251562542243119319,1657665165780983454,57
1,4459902779368286610,8352471677482341950,49
1,8819406300700079604,8352471677482341950,25
1,4795466737803575761,8899583048247637290,31
1,5621761294487771160,8275181357437864705,42
1,6406468940538692387,8275181357437864705,37
1,7426937861981866476,500478784353013717,23
1,8802739067796591528,8899583048247637290,12
